Rank	Word	PoS	Collins	Tag	Definition
5297	tremble	v	2	cet4 cet6 ky toefl ielts gk	vi. 战栗；焦虑；发抖；摇晃
5299	cautious	j	3	cet4 cet6 ky toefl ielts gk	adj. 谨慎的；十分小心的
5301	rotation	n		cet4 cet6 toefl	n. 旋转；循环，轮流
5304	prejudice	n	2	cet4 cet6 ky toefl ielts gk	n. 偏见；侵害
5305	certificate	n	2	cet4 cet6 ky ielts gk	vt. 发给证明书；以证书形式授权给…；用证书批准
5308	robe	n	1	cet4 cet6 ky	n. 长袍，礼服；制服
5313	mercy	n	2	cet4 cet6 ky ielts gk	n. 仁慈，宽容；怜悯；幸运；善行
5317	classmate	n	1	cet4 ky zk gk	n. 同班同学
5320	acute	j	2	cet4 cet6 ky toefl ielts gk	adj. 严重的，急性的；激烈的；敏锐的；尖声的
5321	motel	n	1	cet4 cet6 ky ielts	n. 汽车旅馆
5322	hatred	n	2	cet4 cet6 ky toefl	n. 憎恨；怨恨；敌意
5323	diameter	n	2	cet4 cet6 ky toefl ielts	n. 直径
5333	gown	n	2	cet4 cet6 ky ielts gk	n. 长袍，长外衣；法衣；睡袍；礼服
5336	halt	v	3	cet4 cet6 ky toefl ielts	vi. 停止；踌躇，犹豫；立定
5342	roar	v	2	cet4 cet6 ky toefl ielts	n. 吼；咆哮；轰鸣
5343	torture	n	3	cet4 cet6 ky ielts	vt. 折磨；拷问；歪曲
5346	fountain	n	2	cet4 cet6 ky toefl ielts gk	n. 喷泉，泉水；源泉
5351	revenge	n	2	cet4 cet6 ky ielts	n. 复仇；报复
5353	sour	j	2	cet4 cet6 ky toefl ielts zk gk	adj. 酸的；酸臭的；讨厌的；刺耳的；发酵的
5355	originate	v	2	cet4 cet6 ky toefl ielts	vt. 引起；创作
5358	compile	v	2	cet4 cet6 ky toefl ielts	vt. 编译；编辑；汇编；编制
5370	fortunate	j	2	cet4 cet6 ky toefl gk	adj. 幸运的；侥幸的；带来幸运的；吉祥的
5375	commerce	n	3	cet4 cet6 ky toefl	n. 贸易，商业
5383	desirable	j	2	cet4 cet6 ky toefl ielts	adj. 值得要的；令人满意的
5385	remains	n		cet4 cet6 ky	n. 残余；遗骸
5388	alert	v	3	cet4 cet6 ky toefl	vt. 使警觉，使意识到；警告
5390	attain	v	1	cet4 cet6 ky toefl ielts gk	vt. 达到，实现；获得；到达
5392	hut	n	2	cet4 cet6 ky	n. 小屋；临时营房
5396	excite	v	2	cet4 cet6 ky toefl zk gk	vt. 刺激…，使…兴奋；激起
5401	urgent	j	3	cet4 cet6 ky toefl gk	adj. 紧急的；急迫的
5402	pronounce	v	2	cet4 cet6 ky zk gk	vt. 发音；断言；宣判
5403	banner	n	2	cet4 ky toefl ielts	n. 旗帜，横幅；标语
5407	confine	v	2	cet4 cet6 ky toefl ielts	n. 界限，边界
5420	profitable	j	2	cet4 cet6 ky	adj. 有利可图的；有益的；赚钱的
5421	orchestra	n	2	cet4 cet6 ky toefl ielts	n. 管弦乐队；乐队演奏处
5423	drought	n	2	cet4 cet6 ky toefl ielts	n. 干旱；缺乏
5434	wireless	n	1	cet4 cet6	adj. 无线的；无线电的
5438	convenient	j	2	cet4 cet6 ky toefl ielts gk	adj. 方便的
5439	accommodation	n	2	cet4 cet6 ky ielts gk	n. 调节；住处，膳宿；和解；预订铺位
5441	frog	n	1	cet4 cet6 ky zk gk	n. 青蛙；饰扣；辙叉
5444	grind	v	2	cet4 cet6 ky toefl ielts	vt. 磨碎；磨快
5449	prescribe	v	2	cet4 cet6 ky toefl ielts	vi. 规定；开药方
5452	subway	n	1	cet4 cet6 ky toefl	n. 地铁；地道
5455	transplant	n	2	cet4 cet6 ky toefl ielts	vt. 移植；使移居；迁移
5456	explosive	j	2	cet4 cet6 ky toefl ielts	adj. 爆炸的；爆炸性的；爆发性的
5458	penetrate	v	2	cet4 cet6 ky toefl ielts	vt. 渗透；穿透；洞察
5463	canal	n	2	cet4 cet6 ky toefl ielts gk	n. 运河；水道；灌溉水渠；管道
5465	unnecessary	j	2	cet4 cet6	adj. 不必要的；多余的，无用的
5476	systematic	j	2	cet4 cet6 ky toefl ielts gk	adj. 有系统的；系统的；体系的；分类的
5480	rehearsal	n	2	cet4 cet6 ky ielts	n. 排演；预演；练习；叙述；训练
5484	discard	v	2	cet4 cet6 ky toefl ielts	vt. 丢弃；抛弃；放弃
5485	tub	n	1	cet4 cet6 ky toefl	n. 桶；浴盆
5486	restraint	n	2	cet4 cet6 ky toefl	n. 抑制，克制；约束
5489	correspond	v	2	cet4 cet6 ky toefl ielts gk	vi. 符合，一致；相应；通信
5491	murderer	n		cet4 cet6	n. 凶手；谋杀犯
5492	duration	n	2	cet4 cet6 ky toefl ielts	n. 持续
5494	tin	n	2	cet4 cet6 ky toefl gk	n. 锡；罐头，罐；马口铁
5496	lime	n	2	cet4 cet6	n. 石灰；酸橙；绿黄色
5498	despair	n	2	cet4 cet6 ky ielts	n. 绝望；令人绝望的人或事
5504	atomic	j	2	cet4 toefl	adj. 原子的，原子能的；微粒子的
5507	portable	j	2	cet4 cet6 ky toefl ielts gk	adj. 轻便的；手提的，便携式的
5510	strawberry	n	2	cet4 cet6 ky zk gk	n. 草莓；草莓色
5517	moisture	n	2	cet4 cet6 ky toefl	n. 潮湿；水分；降雨量；湿度
5519	contradiction	n	2	cet4 cet6 ky ielts	n. 矛盾；反驳；否认
5528	widen	v	2	cet4 cet6	vt. 放宽
5530	startle	v	2	cet4 cet6 ky toefl ielts	vt. 使吓一跳；使惊奇
5533	prince	n	4	cet4 cet6 ky	n. 王子，国君；亲王；贵族
5534	waiter	n	2	cet4 cet6 ky ielts gk	n. 服务员，侍者
5537	separately	r		cet4 cet6 toefl gk	adv. 分离地；分别地；个别地
5538	precision	n	2	cet4 cet6 ky toefl ielts	n. 精确；精度，精密度
5539	downstairs	r		cet4 ky zk gk	adv. 在楼下
5540	rigid	j	2	cet4 cet6 ky toefl ielts gk	adj. 严格的；僵硬的，死板的；坚硬的；精确的
5541	semester	n		cet4 cet6 ky toefl ielts	n. 学期；半年
5543	jam	n	2	cet4 cet6 ky ielts gk	n. 果酱；拥挤；困境；[篮球]扣篮；vt. 使堵塞；挤进，使塞满；混杂；压碎；vi. 堵塞；轧住
5548	tumble	v	2	cet4 cet6 ky toefl ielts	vi. 倒塌；滚动；摔倒；打滚；仓惶地行动
5553	eighteen	m	5	cet4 ky zk gk	n. 十八，十八个
5556	rotate	v		cet4 cet6 ky toefl ielts	vi. 旋转；循环
5564	magnificent	j	2	cet4 cet6 ky toefl ielts	adj. 壮丽的；华丽的；高尚的；宏伟的
5566	contrary	n	2	cet4 cet6 ky toefl gk	adj. 相反的；对立的
5568	scrape	v	2	cet4 cet6 ky toefl ielts	n. 刮掉；擦痕；困境；刮擦声
5569	optical	j	1	cet4 cet6 ky toefl ielts	adj. 光学的；眼睛的，视觉的
5571	ambulance	n	2	cet4 ky ielts gk	n. 救护车；战时流动医院
5576	sadness	n		cet4 cet6 gk	n. 悲哀
5577	enthusiastic	j	2	cet4 cet6 ky ielts gk	adj. 热心的；热情的；狂热的
5578	peculiar	j	2	cet4 cet6 ky toefl ielts	adj. 特殊的；罕见的；奇怪的；独特的
5586	applicant	n	2	cet4 toefl ielts gk	n. 申请人，申请者；请求者
5589	absent	j	2	cet4 cet6 ky toefl zk gk	adj. 缺席的；缺少的；心不在焉的；茫然的
5591	namely	r	2	cet4 cet6 ky ielts	adv. 即是；也就是；换句话说
5598	renew	v	3	cet4 cet6 ky toefl	vt. 使更新；复兴；重申；续借
5599	overhead	r	2	cet4 cet6 ky ielts gk	adv. 在头顶上；在空中；在高处
5600	peach	n	2	cet4 cet6 ky gk	n. 桃子；桃树；桃红色；[美俚]受人喜欢的人（或物）
5602	goose	n	2	cet4 cet6 ky zk gk	n. 鹅；雌鹅；鹅肉；傻瓜
5606	keyboard	n	2	cet4 cet6 ky toefl zk gk	n. 键盘
5609	vivid	j	2	cet4 cet6 ky toefl ielts gk	adj. 鲜明的；鲜艳的；生动的
5611	frighten	v	2	cet4 cet6 ky gk	vt. 使惊吓；吓唬…
5613	furious	j	2	cet4 cet6 ky toefl ielts	adj. 狂怒的；激烈的；热烈兴奋的；喧闹的
5614	poison	n	2	cet4 cet6 ky toefl gk	vt. 使中毒，放毒于；败坏；污染；阻碍
5617	ruler	n	2	cet4 cet6 ky zk gk	n. 尺；划线板，划线的人；统治者
5618	undoubtedly	r		cet4 cet6 ky toefl ielts	adv. 确实地，无庸置疑地
5622	tenant	n	2	cet4 cet6 ky toefl	n. 房客；承租人；佃户；居住者
5624	omit	v	2	cet4 cet6 ky toefl ielts	vt. 省略；遗漏；删除；疏忽
5627	spider	n	2	cet4 cet6 ky toefl ielts	n. 蜘蛛；设圈套者；三脚架
5630	damp	j	2	cet4 cet6 ky toefl ielts gk	vt. 使潮湿；使沮丧，抑制；使阻尼
5633	certainty	n	2	cet4 cet6 ky ielts	n. 确实；必然；确实的事情
5637	electron	n	2	cet4 cet6 ky toefl	n. 电子
5638	physicist	n	2	cet4 cet6 ky toefl gk	n. 物理学家；唯物论者
5640	vocabulary	n	1	cet4 cet6 ky ielts gk	n. 词汇；词表
5642	wool	n	2	cet4 cet6 ky toefl	n. 羊毛；毛线；绒线；毛织品；毛料衣物
5643	salesman	n	2	cet4 cet6 ky gk	n. 推销员；售货员
5647	cultivate	v	2	cet4 cet6 ky toefl ielts	vt. 培养；耕作；陶冶
5648	microphone	n	2	cet4 cet6 ky ielts	n. 扩音器，麦克风
5649	cherry	n	2	cet4 ky	n. 樱桃；樱桃树；如樱桃的鲜红色；[俚，鄙]处女膜，处女
5650	luxury	j	3	cet4 cet6 ky toefl ielts	n. 奢侈，奢华；奢侈品；享受
5651	summarize	v	1	cet4 cet6 ky	vt. 总结；概述
5652	meadow	n	1	cet4 cet6 ky ielts	n. 草地；牧场
5654	disposal	n	2	cet4 cet6 ky toefl ielts	n. 清理；处理；支配；安排
5656	accordingly	r	2	cet4 cet6 ky	adv. 因此，于是；相应地；照著
5659	plug	v	2	cet4 cet6 ky ielts gk	n. 栓；插头；塞子
5661	wallet	n	1	cet4 cet6 ky gk	n. 钱包，皮夹
5662	socialist	j	3	cet4 cet6 gk	n. 社会主义者；社会党党员
5663	lamb	n	2	cet4 cet6 ky ielts zk gk	n. 羔羊，小羊；羔羊肉
5665	tempt	v	1	cet4 cet6 ky toefl	vt. 诱惑；引起；冒…的风险；使感兴趣
5669	axis	n	1	cet4 cet6 ky toefl ielts	n. 轴；轴线；轴心国
5670	academy	n	2	cet4 cet6 ky toefl gk	n. 学会；学院；研究院；专科院校
5671	applause	n	2	cet4 cet6 ky	n. 鼓掌欢迎；欢呼，喝采
5678	shield	v	2	cet4 cet6 ky toefl ielts	n. 盾；防护物；保护者
5680	triangle	n	1	cet4 cet6 ky toefl ielts gk	n. 三角（形）；三角形之物；三人一组；三角关系
5690	substitute	v	3	cet4 cet6 ky toefl ielts gk	n. 代替者；代用品
5693	picnic	n	2	cet4 ky ielts zk gk	n. 野餐
5696	textile	n	2	cet4 cet6 ky toefl ielts	n. 纺织品，织物
5701	interpreter	n		cet4 cet6 gk	n. 口译者；解释者；[机]注释器
5706	collision	n	2	cet4 cet6 ky toefl ielts gk	n. 冲突；碰撞
5709	verify	v	1	cet4 cet6 ky toefl	vt. 核实；查证
5711	nursery	n	2	cet4 cet6 ky ielts gk	n. 托儿所；苗圃；温床
5719	mat	n	1	cet4 cet6 ky gk	n. 垫；垫子；衬边
5721	immense	j	2	cet4 cet6 ky toefl ielts	adj. 巨大的，广大的；无边无际的；[口]非常好的
5722	sixty	m	5	cet4 cet6 zk gk	num. 六十；六十个
5725	ashamed	j	2	cet4 ky ielts gk	adj. 惭愧的，感到难为情的；耻于……的
5731	noble	j	2	cet4 cet6 ky ielts gk	adj. 贵族的；高尚的；宏伟的；惰性的
5734	gasp	v	2	cet4 cet6 ky toefl ielts	vi. 喘息；喘气；渴望
5736	astronaut	n	1	cet4 cet6 ky gk	n. 宇航员，航天员；太空旅行者
5737	crust	n	1	cet4 cet6 ky toefl ielts	n. 面包皮；外壳；坚硬外皮
5738	useless	j	2	cet4 cet6 toefl ielts gk	adj. 无用的；无效的
5741	flu	n	1	cet4 cet6 ky ielts zk gk	n. 流感
5746	unconscious	j	2	cet4 cet6 toefl ielts gk	adj. 失去知觉的；不省人事的；未发觉的；无意识的
5748	mosquito	n	1	cet4 cet6 ky ielts gk	n. 蚊子
5751	vine	n	2	cet4 cet6 toefl	n. [植]葡萄树；[植]藤本植物；[植]攀缘植物；[植]藤
5753	obey	v	2	cet4 cet6 ky gk	vt. 服从，听从；按照……行动
5754	thoughtful	j	2	cet4 cet6 ky toefl ielts	adj. 深思的；体贴的；关切的
5759	permanently	r		cet4 cet6	adv. 永久地，长期不变地
5762	passive	j	2	cet4 cet6 ky toefl ielts gk	adj. 被动的，消极的；被动语态的
5770	optional	j	1	cet4 cet6 ky toefl ielts gk	adj. 可选择的，随意的
5773	miner	n	3	cet4 cet6	n. 矿工；开矿机
5774	aloud	r	1	cet4 ky zk gk	adv. 大声地；出声地
5776	breed	v	3	cet4 cet6 ky toefl ielts	vi. 繁殖；饲养；产生
5778	delegation	n	3	cet4 cet6	n. 代表团；委托；授权
5793	weep	v	2	cet4 cet6 ky toefl gk	vi. 哭泣；流泪；哀悼；滴落；渗出液体
5794	liquor	n	1	cet4 cet6 ky ielts	n. 酒，含酒精饮料；液体；烈酒；溶液
5798	sadly	r		cet4 cet6	adv. 悲哀地；悲痛地
5800	span	n	2	cet4 cet6 ky toefl ielts	n. 跨度，跨距；范围
5805	cube	n	2	cet4 cet6 ky toefl ielts gk	n. 立方体；立方；骰子
5806	Swiss	j		cet4 cet6 gk	adj. 瑞士的；瑞士人的；瑞士风格的
5807	fax	n	2	cet4 ky gk	vt. 传真
5809	underneath	i	2	cet4 cet6 ky toefl ielts	prep. 在…的下面；在…的形式下；在…的支配下
5812	injection	n	2	cet4 cet6 ielts	n. 注射；注射剂；充血；射入轨道
5813	plantation	n	2	cet4 cet6 ky toefl ielts	n. 大农场；栽植；殖民
5815	dim	j	2	cet4 cet6 ky toefl ielts	adj. 模糊的，看不清的；暗淡的，昏暗的；悲观的，怀疑的
5816	sunset	n	2	cet4 cet6 ky toefl gk	n. 日落，傍晚
5821	x-ray	n	2	cet4 ielts zk	vt. 用X光线检查
5825	excess	j	3	cet4 cet6 ky toefl ielts	n. 无节制；过度，过量；超过，超额
5829	gardener	n	2	cet4 cet6	n. 花匠；园丁；园艺家
5831	Polish	j	2	cet4 cet6 ky toefl ielts gk	n. 磨光，擦亮；上光剂，擦亮剂；优雅，精良
5833	dairy	n	2	cet4 cet6 ky toefl ielts	n. 乳品店；制酪场；牛奶及乳品业；乳牛；奶制品
5834	skate	v	2	cet4 cet6 ky zk gk	vi. 滑冰；滑过
5836	wit	n	2	cet4 cet6 ky toefl ielts	n. 智力；才智；智慧
5838	curse	v	2	cet4 cet6 ky ielts	n. 咒骂；诅咒
5841	resignation	n	3	cet4 cet6 ielts	n. 辞职；放弃；顺从；辞职书
5848	deed	n	1	cet4 cet6 ky gk	n. 行动；证书；[法]契据
5853	miserable	j	2	cet4 cet6 ky toefl ielts	adj. 悲惨的；痛苦的；卑鄙的
5857	lively	j	2	cet4 cet6 ky toefl zk gk	adj. 活泼的；生动的；真实的；生气勃勃的
5858	shave	v	2	cet4 cet6 ky ielts gk	vt. 剃；修面；掠过
5860	institute	n	4	cet4 cet6 ky toefl ielts gk	vt. 制定；创立；开始（调查）；提起（诉讼）
5864	terminal	n	2	cet4 cet6 ky toefl ielts gk	n. 终端机；终点；末端；极限
5867	foolish	j	2	cet4 ky toefl gk	adj. 愚蠢的；傻的
5876	playground	n	1	cet4 cet6 ky ielts zk gk	n. 运动场，操场
5880	competent	j	2	cet4 cet6 ky toefl	adj. 能干的；足够的；胜任的；有能力的
5883	primitive	j	2	cet4 cet6 ky toefl ielts gk	adj. 原始的，远古的；简单的，粗糙的
5885	balcony	n	2	cet4 cet6 ky toefl ielts gk	n. 阳台；包厢；戏院楼厅
5888	brow	n	1	cet4 ky	n. 眉，眉毛；表情；额
5889	ant	n	1	cet4 ky zk gk	n. 蚂蚁
5891	harmful	j	2	cet4 cet6 toefl ielts gk	adj. 能造成损害的；有害的
5893	worship	n	2	cet4 cet6 ky ielts	n. 礼拜；尊敬；崇拜
5900	destructive	j	2	cet4 cet6 ky toefl ielts	adj. 破坏的；毁灭性的；有害的，消极的
5901	repetition	n	1	cet4 cet6 ky toefl ielts	n. 重复；副本；背诵
5903	tuition	n	1	cet4 cet6 ky toefl ielts	n. 学费；讲授
5909	revise	v	2	cet4 cet6 ky toefl ielts	vt. 校订；修正；复习
5910	bark	v	2	cet4 cet6 ky toefl ielts gk	vt. 咆哮；吠叫；[口]咳嗽
5911	inexpensive	j	1	cet4 cet6	adj. 便宜的
5919	generator	n	2	cet4 cet6 ky	n. 发电机；发生器；生产者
5920	stab	v	2	cet4 cet6 ky toefl	vt. 刺；刺穿；刺伤；戳；直入
5921	cafe	n	2	cet4 cet6 ky ielts	n. 咖啡馆；小餐馆
5930	castle	n	3	cet4 cet6 ky ielts gk	n. 城堡；象棋中的车
5932	parallel	j	2	cet4 cet6 ky toefl ielts gk	n. 平行线；对比
5934	fulfil	v	3	cet4 cet6 ielts	vt. 履行；实践；满足；完成
5936	thorough	j	3	cet4 cet6 ky toefl ielts gk	adj. 彻底的；十分的；周密的
5937	specimen	n	2	cet4 cet6 ky toefl ielts	n. 标本；样品，样本
5938	obscure	v	2	cet4 cet6 ky toefl ielts	adj. 模糊的；晦涩的；昏暗的
5940	spectacle	n	2	cet4 cet6 ky toefl ielts	n. 景象，奇观；眼镜；引人羡慕的人
5941	thrill	v	2	cet4 cet6 ky ielts gk	n. 激动；震颤；紧张
5945	outlook	n	2	cet4 cet6 ky toefl	n. 观点；景色；展望
5967	nitrogen	n	1	cet4 cet6 ky toefl ielts	n. [化]氮
5969	transparent	j	1	cet4 cet6 ky toefl ielts gk	adj. 透明的；显然的；易懂的；坦率的
5971	respective	j	1	cet4 cet6 ky toefl	adj. 分别的，各自的
5973	circulate	v	2	cet4 cet6 ky toefl ielts gk	vi. 循环；流通；传播，流传
5974	forecast	n	3	cet4 cet6 ky toefl ielts gk	vt. 预报，预测；预示
5978	classification	n	1	cet4 cet6 ky toefl	n. 分类；类别，等级
5980	paragraph	n	2	cet4 cet6 ky gk	n. 段落；短评；段落符号
5982	thrust	v	2	cet4 cet6 ky toefl ielts	n. 推力；刺
5984	recreation	n	2	cet4 cet6 ky toefl ielts gk	n. 娱乐；消遣；休养
5991	temptation	n	2	cet4 cet6 ky ielts gk	n. 引诱；诱惑物
5993	feast	n	2	cet4 cet6 ky ielts gk	vt. 款待，宴请；享受
5996	conductor	n	2	cet4 cet6 ky toefl gk	n. 导体；售票员；领导者；管理人
5997	inhabitant	n	2	cet4 cet6 ky toefl ielts	n. 居民；居住者
5998	strap	n	2	cet4 cet6 ky toefl ielts	vt. 用带捆绑；用皮条抽打；约束
6010	sway	v	2	cet4 cet6 ky toefl ielts	vt. 使摇动；统治；影响
6018	refusal	n	2	cet4 cet6 ky ielts gk	n. 拒绝；优先取舍权；推却；取舍权
6021	flush	v	2	cet4 cet6 ky toefl ielts	n. 激动，洋溢；面红；萌芽；旺盛；奔流
6025	lick	v	1	cet4 cet6 ky ielts	vt. 舔；卷过；鞭打
6031	sufficiently	r		cet4 cet6	adv. 充分地；足够地
6035	defect	n	2	cet4 cet6 ky toefl ielts	n. 缺点，缺陷；不足之处
6041	owl	n	2	cet4 cet6 ky	n. [动]猫头鹰；枭；惯于晚上活动的人
6045	advertisement	n	2	cet4 ielts zk gk	n. 广告，宣传
6048	static	j	1	cet4 cet6 ky toefl ielts	adj. 静态的；静力的；[物]静电的
6050	mist	n	2	cet4 cet6 ky ielts gk	n. 薄雾；视线模糊不清；模糊不清之物
6055	correction	n	2	cet4 cet6 gk	n. 改正，修正
6057	nonsense	n	2	cet4 cet6 ky toefl	n. 胡说；废话
6058	gum	n	2	cet4 cet6 ky	n. 树胶；橡皮；口香糖
6063	audio	j	2	cet4 ky ielts	adj. 声音的；音频的，声频的
6068	complicate	v	1	cet4 cet6 ky toefl	vt. 使恶化；使复杂化；使卷入
6074	stool	n	1	cet4 cet6 ky	n. 凳子；粪便；厕所
6082	horizontal	j	1	cet4 cet6 ky toefl	adj. 水平的；地平线的；同一阶层的
6084	daylight	n	2	cet4 ky gk	n. 日光；白天；黎明；公开
6092	bundle	n	2	cet4 cet6 ky toefl ielts	n. 捆；束
6094	linen	n	2	cet4 cet6 ky toefl ielts	n. 亚麻布，亚麻线；亚麻制品
6096	robbery	n		cet4 cet6	n. 抢劫，盗窃；抢掠
6097	footstep	n	1	cet4 cet6 ky	n. 脚步声；脚步；足迹
6100	drip	v	2	cet4 cet6 ky toefl	vi. 滴下；充满；漏下
6104	recorder	n	2	cet4 cet6 ky ielts zk gk	n. 录音机；记录器；记录员；八孔直笛
6106	loosen	v	2	cet4 cet6 ky toefl	vt. 放松；松开
6117	hedge	n	2	cet4 cet6 ky ielts	vt. 用树篱笆围住；避免作正面答复
6125	heating	n	2	cet4 cet6	n. 加热；供暖；暖气设备
6127	appliance	n	2	cet4 cet6 ky toefl ielts	n. 器具；器械；装置
6129	maid	n	2	cet4 cet6 ky ielts gk	n. 女仆；少女
6133	gauge	n	2	cet4 cet6 ky toefl ielts	n. 计量器；标准尺寸；容量规格
6137	inhabit	v	2	cet4 cet6 ky toefl ielts	vt. 居住于；占据；栖息
6139	lieutenant	n	2	cet4 cet6	n. 中尉；助理人员；副官
6152	ripe	j	2	cet4 cet6 ky toefl gk	adj. 熟的，成熟的；时机成熟的
6155	slogan	n	2	cet4 cet6 ky toefl ielts	n. 标语；呐喊声
6159	accord	n	5	cet4 cet6 ky toefl ielts	n. 一致；符合；协议；自愿
6160	jewel	n	2	cet4 cet6 ky toefl gk	n. 宝石；珠宝
6167	viewpoint	n	2	cet4 cet6 ky	n. 观点，看法；视角
6177	dial	v	2	cet4 cet6 ky ielts gk	n. 钟面；转盘；刻度盘
6178	avenue	n	2	cet4 ky toefl ielts gk	n. 林荫大道；大街
6183	berry	n	2	cet4	n. 浆果（葡萄，番茄等）
6184	mug	n	2	cet4 cet6 ky	n. 脸；杯子；苦读者
6190	whatsoever	d	2	cet4 ky	pron. 无论什么
6198	indoor	j	2	cet4 cet6 ky	adj. 室内的，户内的
6200	notify	v	1	cet4 cet6 ky ielts	vt. 通告，通知；公布
6203	exert	v	2	cet4 cet6 ky toefl ielts	vt. 运用，发挥；施以影响
6211	quilt	n	1	cet4 cet6 ky toefl gk	n. 棉被；被子
6212	sensible	j	3	cet4 cet6 ky toefl ielts	adj. 明智的；意识到的；通晓事理的；明显的
6219	bachelor	n		cet4 cet6 ky toefl gk	n. 单身汉；学士；（尚未交配的）小雄兽
6221	humble	j	2	cet4 cet6 ky toefl ielts	
6222	operational	j	2	cet4 cet6 ky	adj. 操作的；运作的
6226	scarf	n	1	cet4 cet6 ky zk gk	n. 嵌接，嵌接处；头巾领巾；围巾
6227	lump	n	2	cet4 cet6 ky toefl ielts	n. 块，块状；肿块；瘤；很多；笨人
6238	imitate	v	1	cet4 cet6 ky toefl ielts	vt. 模仿，仿效；仿造，仿制
6239	multiply	v	2	cet4 cet6 ky toefl ielts gk	vt. 乘；使相乘；使增加；使繁殖
6240	upward	r		cet4 cet6 ky gk	adj. 向上的；上升的
6242	cough	v	3	cet4 ky ielts zk gk	n. 咳嗽，咳嗽声；咳嗽病
6245	velvet	n	2	cet4 cet6 ky ielts	n. 天鹅绒，丝绒；天鹅绒似的东西
6248	roller	n	2	cet4 cet6 gk	n. 滚筒；滚轴；辊子；滚转机
6251	toast	n		cet4 cet6 ky ielts gk	n. 烤面包；吐司；干杯
6257	smoothly	r		cet4 cet6 toefl	adv. 平稳地，平滑地；流畅地，流利地
6262	basin	n	2	cet4 cet6 ky toefl gk	n. 盆地；盆；水池；流域
6264	livestock	n	1	cet4 toefl ielts	n. 家畜；牲畜
6266	heroic	j	2	cet4 cet6 ky	adj. 英勇的；英雄的；记叙英雄及其事迹的；夸张的
6268	heir	n	2	cet4 cet6 ky toefl ielts	n. 继承人；后嗣；嗣子
6269	tomb	n	1	cet4 cet6 ky gk	n. 坟墓；死亡
6275	insure	v	2	cet4 cet6 ky ielts gk	vt. 确保，保证；给…保险
6283	honesty	n	2	cet4 cet6	n. 诚实，正直
6284	sausage	n	2	cet4 cet6 ky zk gk	n. 香肠；腊肠；装香肠的碎肉
6286	glorious	j	2	cet4 cet6 ky toefl ielts	adj. 光荣的；辉煌的；极好的
6291	fearful	j	2	cet4 cet6 ky	adj. 可怕的；严重的；担心的
6295	shiver	v	2	cet4 cet6 ky ielts	n. 颤抖，战栗；碎片
6298	flourish	v	2	cet4 cet6 ky toefl ielts	n. 兴旺；茂盛；挥舞；炫耀；华饰
6299	discharge	n	2	cet4 cet6 ky toefl ielts	vt. 卸下；放出；解雇；免除
6300	mainland	n		cet4 cet6 ky gk	n. 大陆；本土
6301	standpoint	n	1	cet4 cet6 ky toefl	n. 立场；观点
6307	turning	n	1	cet4 cet6 ielts	n. 旋转；转向；回转；转弯处
6308	detection	n	1	cet4 cet6	n. 察觉；侦查，探测；发觉，发现
6310	occurrence	n	1	cet4 cet6 ky toefl ielts	n. 事件；发生；出现；发现
6311	saddle	n	2	cet4 cet6 ky toefl ielts	n. 鞍，鞍状物；车座；拖具
6317	liberation	n		cet4 cet6 gk	n. 释放，解放
6318	abundant	j	1	cet4 ky toefl gk	adj. 充裕的；丰富的；盛产
6321	hammer	n	2	cet4 cet6 ky toefl gk	vi. 敲打；锤击；重复
6326	unwilling	j	2	cet4 cet6 gk	adj. 不愿意的；勉强的；不情愿的
6327	packet	n	2	cet4 cet6 ky gk	n. 数据包，信息包；小包，小捆
6330	vigorous	j	2	cet4 cet6 ky toefl ielts	adj. 有力的；精力充沛的
6331	lazy	j	2	cet4 ky zk gk	adj. 懒惰的；怠惰的；懒洋洋的；慢吞吞的
6335	fond	j	2	cet4 cet6 ky gk	adj. 喜欢的；温柔的；宠爱的
6336	photographic	j	2	cet4 cet6	adj. 摄影的；逼真的；（尤指记忆）详细准确的
6341	surplus	n	3	cet4 cet6 ky toefl ielts gk	n. 过剩；盈余；剩余；顺差
6343	surroundings	n	2	cet4 cet6 ky ielts	n. 环境；周围的事物
6347	eagle	n	2	cet4 cet6 ky ielts gk	n. 鹰；鹰状标饰
6350	sandy	j	2	cet4 cet6 toefl	adj. 含沙的；多沙的；沙地的
6353	tense	j	2	cet4 cet6 ky toefl gk	adj. 拉紧的；紧张的
6360	leisure	n	2	cet4 cet6 ky toefl ielts	n. 闲暇；空闲；安逸
6361	emit	v	1	cet4 cet6 ky toefl ielts	vt. 发出，放射；发行；发表
6364	unusually	r	2	cet4 cet6	adv. 异乎寻常地；非常；显著地
6366	acquaintance	n	2	cet4 cet6 ky toefl gk	n. 熟人；了解；知道；相识
6368	comparative	j	2	cet4 cet6 ky toefl	adj. 相当的；比较的
6371	magnet	n	1	cet4 cet6 ky	n. 磁铁；磁石；磁体
6373	contempt	n	2	cet4 cet6 ky toefl ielts	n. 轻视，蔑视；耻辱
6383	disadvantage	n	2	cet4 cet6 toefl gk	n. 不利条件；缺点；损失
6386	stripe	n	2	cet4 cet6 ky toefl ielts	n. 条纹，斑纹；种类
6388	foremost	j	1	cet4 cet6 ky toefl ielts	adj. 最先的；最重要的
6390	exclaim	v	1	cet4 cet6 ky toefl ielts	vi. 呼喊，惊叫；大声叫嚷
6401	sorrow	n	1	cet4 cet6 ky gk	n. 悲伤；伤心事；懊悔
